85650, 0, 1, [4-6] Verify G-AIRMET and CRL
85951, 0, 2, [7-10] Verify G-AIRMET and CRL
86251, 0, 3, [11-14] Verify G-AIRMET and CRL
90750, 0, 4, [15-18] Verify G-AIRMET and CRL
91500, 30, 5, [19] Verify G-AIRMET and CRL
94500, -10, 6, [20-21] Verify G-AIRMET and CRL
97050, -10, 7, [22-26] Verify G-AIRMET and CRL
97950, -20, 8, [27-30] Verify G-AIRMET and CRL
98400, 20, 9, [31] Verify G-AIRMET and CRL
101400, -20, 10, [32-33] Verify G-AIRMET
